node1,node2,relation
CID000002171,CID000005076,C0030312
CID000004513,CID000004900,C0002871
CID000003157,CID000003702,C0037763
CID000000772,CID000002435,C0009806
CID000004259,CID000005978,C0032227
4353,147495,interacts
CID000003016,CID000003639,C0030305
CID000003672,CID000005656,C0042963
CID000002244,CID000004095,C0080274
CID000002118,CID000004253,C0024205
23063,3619,interacts
6640,5331,interacts
9618,2495,interacts
2908,19,interacts
26146,51187,interacts
CID000003075,CID000003345,C0006625
26986,51503,interacts
CID000002160,CID000004889,C0042267
CID000003962,CID000005358,C0043094
CID000002585,CID000004112,C0042109
CID000002244,CID000004168,C0000737
CID000003310,CID000005372,C0014549
CID000003075,CID000004594,C0497156
CID000003911,CID000077999,C0013428
CID000001983,CID000003385,C0014356
CID000002771,CID000003652,C0085610
6188,116832,interacts
CID000001302,CID000005544,C0085605
CID000003333,CID000005401,C0028734
CID000003954,CID003085017,C0085631
CID000003878,CID000004691,C0003126
CID000003961,CID000150311,C0017672
CID000002118,CID000004170,C0042109
CID000002162,CID000003652,C0003873
4624,284382,interacts
CID000003348,CID000003958,C0015672
CID000002803,CID000004107,C0042024
CID000002662,CID000005426,C0029442
CID000002265,CID000005656,C0085606
CID000005645,CID000005647,C0035078
CID000003032,CID000004889,C0003850
CID000002022,CID000003937,C0014130
CID000003203,CID000005155,C0034186
CID000004510,CID000005454,C0020538
CID000002283,CID000003440,C0243026
CID000005523,CID000005732,C0013295
CID000002141,CID000003310,C0018965
CID000002088,CID000004594,C0017672
CID000003062,CID000004054,C0024050
CID000002088,CID000002267,C0020295
CID000004873,CID000150311,C0019112
391,9886,interacts
CID000002802,CID000006691,C0019079
CID000003467,CID000004679,C0740401
CID000002160,CID000004634,C0009938
8294,5925,interacts
100287171,23325,interacts
1559,5319,interacts
CID000003715,CID000003746,C0009676
CID000000853,CID000002550,C0000768
CID000002156,CID000002554,C0012833
CID000003405,CID000005212,C0042487
CID000003937,CID006398525,C0085605
CID000003929,CID000005512,C0004144
CID000002771,CID000003032,C0020255
CID000004200,CID000005538,C0006849
CID000002269,CID000123620,C0027404
CID000002269,CID000003043,C0007784
CID000004171,CID000124087,C0003504
130106,777,interacts
CID000000450,CID000002435,C0008031
CID000003325,CID000104865,C0428977
CID000004547,CID000006691,C0085584
CID000002895,CID000004583,C0004601
CID000000453,CID000004168,C0003962
CID000004253,CID000004927,C0029400
CID000002160,CID000002249,C0011849
CID000002435,CID000004168,C0020538
CID000001972,CID000004419,C0036572
CID000002250,CID000002802,C0010054
CID000002803,CID000002806,C0836924
CID000002803,CID000003961,C0007642
CID000002803,CID000072054,C0152128
57489,4957,interacts
351,8631,interacts
CID000004449,CID000005203,C0042769
CID000003121,CID000060831,C0013395
CID000003075,CID000004585,C0003962
CID000003255,CID000005391,C0085602
6304,2625,interacts
CID000002520,CID000119607,C0004093
CID000005732,CID000010631,C0518988
CID000005203,CID000060831,C0038999
CID000004873,CID005493444,C0018681
CID000002656,CID000005726,C0019080
CID000000450,CID000001690,C0027947
CID000003222,CID000004946,C0029163
911,2215,interacts
CID000004585,CID000054454,C0020162
72,87,interacts
CID000003062,CID000004666,C0020456
CID000003784,CID000004635,C0008033
CID000002160,CID000003825,C0010054
CID000000853,CID000054374,C0043096
CID000003016,CID000004107,C0020538
CID000003003,CID000003690,C0575090
CID000002676,CID000005090,C0699744
CID000004513,CID000005203,C0015967
CID000002022,CID005311048,C0038833
CID000002088,CID000003016,C0007570
CID000003419,CID000005379,C0022660
CID000002284,CID000003339,C0002792
CID000005379,CID000005426,C0034063
CID000001117,CID000002478,C0149871
CID000002156,CID000003386,C0040034
CID000005203,CID000054688,C0018802
CID000003348,CID000005647,C0043144
CID000004829,2103,targets
CID000002895,CID000003348,C0013298
CID000004920,CID005311297,C0024121
CID000004171,CID000005152,C0043096
CID000005650,CID005311297,C0017979
CID000002803,CID000003446,C0007868
CID000002265,CID000003672,C0041912
CID000004635,CID000005002,C0014394
9659,57111,interacts
CID000000937,CID000003325,C0014868
CID000003168,CID000004943,C0151611
CID000003899,CID000005035,C0595939
CID000000450,CID000003878,C0003537
CID000002891,CID000005645,C0342579
CID000003899,CID003468412,C0004245
CID000002818,CID000004585,C0009806
5980,1018,interacts
51434,5692,interacts
CID000003075,CID005353980,C0041657
CID000003075,CID000005719,C0917801
CID000003279,CID000004900,C0007784
CID000002907,CID000005647,C0027707
CID000002771,CID000003463,C0039239
CID000000838,CID000004594,C0010200
6217,85476,interacts
CID000004212,CID000004674,C0242379
CID000003121,CID000004173,C0398353
6135,51639,interacts
CID000000853,CID000005152,C0013144
CID000003767,CID000004173,C0027709
CID000004894,CID000074989,C0243026
3791,5568,interacts
CID000003075,CID000003640,C0232492
CID000004253,CID000005039,C0178282
CID000004253,CID000005039,C0015256
CID000003261,CID000003883,C0007642
CID000003003,CID000005039,C0018989
259,2,interacts
54443,7171,interacts
CID000002088,CID000005538,C0344232
CID000004212,CID000004691,C0004134
CID000004594,CID000667490,C0032584
CID000004674,CID000005732,C0010709
26037,11178,interacts
1892,7077,interacts
CID000000444,CID000003937,C0152029
CID000000143,CID000003440,C0034063
CID000003157,CID000003478,C0018681
CID000002520,CID000005376,C0442874
CID000005002,CID000005719,C0003564
CID000000596,CID000001117,C0039239
6628,79706,interacts
CID000003961,CID000060852,C0151825
CID000005039,CID000104741,C0575090
CID000005735,CID000130881,C0038999
CID000002083,CID000005203,C0158986
CID000005645,CID000005651,C0235896
CID000000853,CID000004034,C0038002
CID000003676,CID000004091,C0398353
CID000002764,CID000068740,C0231528
CID000003899,CID000003937,C0030312
CID000005064,CID000087177,C0010200
CID000003767,CID000150311,C0008033
CID000003652,CID000005732,C0011615
CID000002160,CID000004873,C0149514
CID000002156,CID000003003,C0013491
CID000001065,CID000005512,C0042373
CID000003062,CID000004599,C0018932
6125,3725,interacts
CID000003672,CID000004991,C0020517
CID000003075,CID000003152,C0027404
CID000003075,CID000060147,C0917798
CID000005002,CID000005358,C0085593
CID000002576,CID000004900,C0040460
CID000002171,CID000004107,C0040435
CID000000772,CID000005379,C0002390
CID000003121,CID000004168,C0011860
9515,6845,interacts
CID000002812,CID000003405,C0023530
CID000003255,CID000004200,C0041834
CID000002405,CID000003016,C0029442
CID000003203,CID000004595,C0002871
2826,2784,interacts
CID000001983,CID000077999,C0004144
CID000002806,CID000004894,C0014868
CID000002806,CID000003339,C0032533
CID000002520,CID000003488,C0018932
CID000003672,CID000003961,C0007642
CID000002764,CID000005212,C0026848
CID000004679,CID000005544,C0917801
CID000004585,CID000005245,C0031099
5599,9846,interacts
CID000003488,CID000054688,C0013362
CID000001983,CID000003365,C0008033
CID000005090,CID000130881,C0080274
CID000003062,CID004659568,C0010200
CID000002284,CID000004917,C0018681
973,1401,interacts
CID000002160,CID000002244,C0000737
CID000003325,CID000004171,C0027709
384,2746,interacts
CID000005732,CID000068740,C0019291
CID000002249,CID000003016,C0149931
84858,9439,interacts
CID000004409,CID000004509,C0008767
23517,1655,interacts
4734,8851,interacts
CID000003702,CID000004168,C0040822
CID000004205,CID000005038,C0029124
CID000002662,CID000005647,C0221706
CID000003161,CID000003746,C0162323
CID000004691,CID000004900,C0019291
132946,9117,interacts
CID000003333,CID000004583,C0018802
CID000002662,CID000005372,C0162429
CID000003308,CID000060795,C0019112
140576,221184,interacts
CID000001983,CID000004168,C0042029
CID000003365,CID005481350,C0001418
CID000002171,CID000005152,C0014869
CID000003937,CID000004889,C0085605
CID000003715,CID000003883,C0016977
CID000003325,CID000004594,C0035455
CID000001983,CID000003325,C0018926
CID000004168,CID000005402,C0018802
CID000002162,CID004183806,C0013491
CID000003405,CID000003696,C0001418
CID000005038,CID000005095,C0152027
7728,8216,interacts
CID000060831,CID000093860,C0040034
63908,10490,interacts
CID000001983,CID000004236,C0028081
CID000002771,CID000005412,C0020649
CID000002269,CID000005029,C0007787
CID000003348,CID000004585,C0011175
CID000004159,CID000004583,C0032300
CID000003826,CID000003961,C0017168
CID000000853,CID000003962,C0007642
CID000054547,CID004475485,C0029124
CID000001065,CID000002269,C0026764
CID000002160,CID000004170,C0036439
CID000003962,CID000005253,C0032227
CID000003161,CID005311297,C0520474
CID000005379,CID000005391,C0042029
CID000002656,CID000004594,C0007780
10284,5928,interacts
3476,6176,interacts
CID000003516,CID000003746,C0027497
CID000002160,CID000002477,C0024103
5332,29933,interacts
10926,51053,interacts
CID000002891,CID000083786,C0033860
CID000001983,CID000005544,C0018802
CID000000838,CID000005544,C0035078
CID000003929,CID000004259,C0020542
CID000003440,CID000004748,C0231807
CID000003826,CID000004192,C0018790
CID000064147,CID005311027,C0015967
CID000003696,CID000004674,C0038362
CID000004927,CID000005040,C0027404
CID000003348,CID000060795,C0156404
CID000002678,CID000003003,C0011615
CID000004856,CID000005650,C0158986
9188,6136,interacts
5436,51755,interacts
CID000003476,CID000068740,C0036974
CID000003639,CID000003937,C0178282
10971,5318,interacts
CID000003348,CID000003958,C0024115
CID000003158,CID000003749,C0042109
CID000004674,CID000093860,C0085624
CID000004170,CID000216326,C0878544
CID000004679,CID005493381,C0009763
CID000002520,CID000003652,C0750426
55706,259217,interacts
CID000002520,CID000002617,C0006277
CID000004927,CID000005391,C0149531
CID000002646,CID000005650,C0085631
CID000000853,CID000002187,C0014394
10643,51639,interacts
CID000002162,CID000003249,C0015256
CID000003899,CID000004159,C0428977
CID000004513,CID000004771,C0022408
CID000002520,CID000123620,C0039070
8912,5566,interacts
CID000004594,CID000071329,C0006444
6202,10969,interacts
CID000003958,CID000005038,C0009676
CID000002118,CID000002818,C0042963
CID000004058,CID000004200,C0013456
CID000002171,CID000004583,C0029443
CID000002162,CID000005472,C0037315
CID000002311,CID000005514,C0027051
CID000004091,CID000005245,C0020598
CID000000596,CID000001983,C0031256
CID000004595,CID000005206,C0878544
644150,10552,interacts
CID000002662,CID000087177,C0009676
CID000062924,CID000130881,C0036974
CID000003333,CID000005478,C0032285
CID000003957,CID000005076,C0014553
CID000002173,CID000003325,C0085593
CID000000596,CID000003639,C0020649
CID000003676,CID000004236,C0014868
CID000002156,CID000004609,C0004623
CID000002118,CID000002265,C0021311
CID000004034,CID000068740,C0151723
7187,10342,interacts
5217,58,interacts
CID000002520,CID000003016,C0149756
CID000003325,CID000004170,C0009193
CID000004205,CID000005039,C0151970
CID000002244,CID000002732,C0017181
1969,4914,interacts
CID000000772,CID000005372,C0022679
CID000003749,CID000004635,C0034065
8036,1659,interacts
CID000004107,CID000062924,C0178282
CID000004409,CID000005656,C0011334
5781,26057,interacts
CID000002088,CID000003825,C0020040
CID000000444,CID000060198,C0917801
CID000002771,CID000003345,C0151786
CID000002678,CID000124087,C0428977
CID000004095,CID000005029,C0040128
CID000005040,CID000054454,C0015967
CID000002658,CID000005651,C0033774
CID000003121,CID000008953,C0011175
CID000003386,CID000005719,C0085649
CID000002662,CID000004409,C0236048
CID000002812,CID000083786,C0023530
CID000000853,CID000060147,C0032285
CID000005029,CID000123620,C0041912
CID000002554,CID000003715,C0007642
55117,84708,interacts
3326,6229,interacts
CID000000772,CID000038904,C0007784
CID000002678,CID000002764,C0009241
CID000001302,CID000002520,C0000768
CID000002156,CID000009052,C0018674
CID000000772,CID000004173,C0152030
CID000004889,CID000156419,C0015230
CID000000853,CID000005454,C0037299
CID000004946,CID000005002,C0016977
CID000000853,CID000003440,C0018524
CID000001983,CID000005206,C0019158
5495,2048,interacts
CID000004168,CID006398525,C0011053
CID000002802,CID000005478,C0011175
CID000003350,CID000003652,C0442874
CID000003672,CID000004449,C0027707
CID000004253,CID000004856,C0024115
CID000000444,CID000005002,C0029882
CID000002250,CID000004603,C0016053
CID000003958,CID000068844,C0428977
55132,55131,interacts
CID000002284,CID000003405,C0026769
CID000004449,CID000005039,C0007642
CID000004583,CID000005005,C0029443
CID000003075,CID000003446,C0035222
CID000003440,CID005353980,C0020433
CID000003325,CID000064147,C0013221
CID000003339,CID000110635,C0026848
CID000004845,CID000005514,C0041582
CID000000853,CID000059708,C0042109
CID000003746,CID000032797,C0018799
CID000068740,CID000130881,C0042571
CID000003478,CID000004107,C0011860
373,3801,interacts
CID000003003,CID000004900,C0020598
CID000005358,CID000123606,C0344232
CID000002554,CID000002771,C0152031
CID000001302,CID000004509,C0085593
CID000001983,CID000002891,C0033975
CID000002244,CID000131536,C0011615
CID000002118,CID000004034,C0151825
CID000003642,CID000054454,C0034186
CID000002806,CID000034312,C0030305
CID000005426,CID000062924,C0038362
CID000005538,CID000005544,C0027709
CID000001302,CID000003478,C0151517
CID000002806,CID000003405,C0013404
CID000003042,CID000004873,C0005826
10399,7314,interacts
CID000002118,CID000060854,C0030554
CID000002771,CID000003345,C0159877
CID000003348,CID000005152,C0032273
CID000005391,CID000119607,C0085610
CID000004499,CID000004594,C0022658
CID000002092,CID000002802,C0015967
CID000002156,CID000004634,C0043352
CID000002802,CID000054688,C0020538
583,166379,interacts
CID000000853,CID000002725,C0021400
55811,954,interacts
CID000002678,CID000038904,C0031256
CID000002160,CID000003826,C0016977
140894,79414,interacts
CID000005038,CID000005426,C0030446
CID000003446,CID000003929,C0259768
CID000002891,CID000003793,C0022658
501,18,interacts
CID000002244,CID000004411,C0003123
CID000003308,CID000003405,C0038814
CID000002269,CID000004510,C0037299
CID000005095,CID000027661,C0037763
CID000004411,CID000005073,C0031538
CID000002173,CID000004173,C0030299
CID000003463,CID000004259,C0006840
CID000002249,CID005381226,C0032227
51114,56110,interacts
CID000003957,CID000054688,C1527407
5670,7277,interacts
7164,408,interacts
CID000002156,CID000003405,C0026946
5440,4830,interacts
CID000004091,CID000060147,C0085593
CID000002802,CID000003007,C0042487
CID000000772,CID000004927,C0004093
CID000002083,CID000003382,C0917801
718,3351,interacts
CID000003016,CID000003345,C0152128
CID000003121,CID000003350,C0151514
551,1080,interacts
CID000004509,CID000004594,C0026769
CID000005402,CID005311297,C0009676
CID000002265,CID000027661,C1384666
2861,10273,interacts
CID000005978,CID005311048,C0004610
CID000003672,CID000003826,C0007787
CID000002909,CID000003661,C0015672
CID000005203,CID000125889,C0004093
CID000003958,CID000004601,C0015967
CID000002658,CID006398525,C0020649
CID000000450,CID000003157,C0032227
55268,126917,interacts
CID000003350,CID000003715,C0151908
CID000005372,CID000074989,C0235896
CID000000271,CID000005039,C0029878
CID000002083,CID000003640,C0020651
CID000002088,CID000005203,C0020649
1161,57654,interacts
CID000005038,CID000124087,C0034212
CID000001690,CID000004513,C0004610
CID000003793,CID000003823,C0019080
201163,11337,interacts
54962,51053,interacts
CID000002749,CID000005203,C0398353
CID000004543,CID000077999,C0035522
CID000003961,CID000065999,C0011991
22938,84659,interacts
CID000003440,CID000060852,C0085624
CID000003883,CID000004599,C0018188
CID000002576,CID000004440,C0000737
3134,8673,interacts
CID000005478,CID000059708,C0038454
CID000000450,CID000003308,C0040997
80146,54658,interacts
CID000001983,CID000003746,C0008033
CID000001983,CID000004409,C0020538
CID000004917,CID000005039,C0004134
CID000003350,CID000004091,C0003864
CID000003510,CID000003961,C0039239
9520,6780,interacts
1105,8365,interacts
CID000002909,CID000003637,C0019112
CID000003355,CID000005253,C0039070
CID000002462,CID000003957,C0264906
25759,3791,interacts
CID000003961,CID000004894,C0002871
CID000002471,CID000005267,C0162316
CID000001065,CID000002171,C0010200
CID000004635,CID000005466,C0007859
CID000004158,CID000005376,C0020649
CID000004259,CID000170361,C0036572
CID000004253,CID000006691,C0011880
CID000002803,CID000003345,C0085584
CID000002786,CID000005029,C0917801
CID000000581,CID000004894,C0003864
5230,5213,interacts
CID000000853,CID000001775,C0020437
CID000130881,CID005493444,C0020542
CID000002554,CID000003639,C0020621
2237,254394,interacts
CID000002554,CID000005650,C0002170
CID000000861,CID000005073,C0004610
CID000002269,CID000005073,C0028081
CID000004991,CID000006691,C0442874
CID000003640,CID000004927,C0020621
CID000003222,CID000003333,C0438215
CID000003075,CID000004173,C0438215
CID000002554,CID000003372,C0000731
CID000005391,CID000005523,C0011849
CID000003793,CID000005064,C0006267
CID000000937,CID000002311,C0007787
CID000003345,CID000216326,C0021845
CID000005376,CID000005544,C0035522
CID000002585,CID000003386,C0018944
55290,6747,interacts
CID000002162,CID006398970,C0014518
CID000004463,CID000005203,C0243026
CID000003255,CID005493381,C0037763
CID000001302,CID000003516,C0033975
CID000003446,CID000176168,C0042769
CID000003749,CID000005152,C1456784
CID000003658,CID000005073,C0006325
CID000004506,CID000004510,C0033774
CID000002083,CID000002153,C0085580
8359,8351,interacts
CID000002771,CID000003461,C0442874
7020,836,interacts
27342,7879,interacts
CID000004911,CID000005523,C0318712
10939,373509,interacts
35,5096,interacts
CID000003961,CID000005478,C0014724
CID000003883,CID000039765,C0035410
CID000003957,CID000005512,C0027121
CID000002083,CID000083786,C0836924
CID000002978,CID000003877,C0085649
CID000005035,CID000005267,C0270996
CID000002083,CID000002156,C0028734
CID000003749,CID000005029,C0010054
3015,79685,interacts
4637,5879,interacts
CID000004259,CID000083786,C0033975
CID000002462,CID000130881,C0015672
578,112752,interacts
CID000004168,CID000004253,C0020505
CID000000581,CID000071616,C0024115
CID000003640,CID000004900,C0013144
CID000005533,CID000443871,C0398353
CID000003440,CID000003825,C0020538
CID000003345,CID000003961,C0262431
CID004475485,CID005493444,C0037199
CID000003440,CID000036811,C0023530
CID000004034,CID000004168,C0013182
CID000002909,CID000003640,C0029408
CID000003075,CID000005352,C0015672
CID000001117,CID000003488,C0027947
CID000003419,CID000004900,C0022661
CID000003958,CID000154059,C0042029
10618,84687,interacts
CID000005152,CID005481350,C0043094
CID000054454,CID000443871,C0038999
CID000001978,CID000054454,C0007820
6136,9782,interacts
CID000002311,CID000005212,C0039591
CID000004543,CID000012536,C0037023
CID000002083,CID000003954,C0392525
CID000001983,CID000005656,C0009319
CID000002083,CID000003382,C0020443
CID000003016,CID000004909,C0878544
CID000004927,CID000005029,C0027651
CID000005487,CID000060147,C0012569
CID000002162,CID000152945,C0085614
CID000003003,CID000003410,C0149514
CID000003516,CID000003883,C0032584
CID000002022,CID000005203,C0438215
CID000003640,CID000003878,C0018674
CID000005512,CID005487301,C0011603
CID000002088,CID000002818,C0042963
CID000002658,CID000005391,C0080274
CID000001983,CID000160051,C0009763
CID000002806,CID000005372,C0235329
CID000001775,CID000059708,C0019158
CID000000772,CID000004595,C0085602
CID000003957,CID000004168,C0035078
CID000002541,CID000003339,C0018932
CID000003440,CID000004812,C0009806
CID000003042,CID000004679,C0021845
23144,5042,interacts
CID000002520,CID000060865,C0019212
CID000004635,CID000125889,C0700594
11244,1943,interacts
CID000002576,CID000004205,C0034063
CID000003883,CID000004927,C0019270
CID000003157,CID000123631,C0342579
CID000002712,CID000004635,C0042345
CID000005090,CID000005152,C0152128
CID000002477,CID000002662,C0038663
6598,53981,interacts
CID000002617,CID000005523,C0243026
CID000000853,CID000004449,C0007859
CID000004205,CID005311297,C0027769
6733,2690,interacts
CID000004058,CID000004927,C0003962
CID000000271,CID000005650,C0750426
CID000002088,CID000003961,C0009421
CID000005038,CID000005152,C0231807
CID000002771,CID000034312,C0558489
81556,80789,interacts
CID000002907,CID000004834,C0151904
CID000004509,CID000005005,C0018799
CID000002764,CID000034312,C0040034
CID000003158,CID000054688,C0028084
CID000002764,CID000003158,C0038220
CID000000772,CID000005544,C0263912
CID000003736,CID000005039,C0029443
CID000004173,CID000004829,C0007642
CID000003016,CID000003883,C0004144
CID000004917,CID000024486,C0037672
CID000002244,CID000009433,C0034063
CID000003639,CID000003958,C0019080
CID000003954,CID000006691,C0002962
CID000003154,CID000003365,C0014591
7283,60685,interacts
6181,1938,interacts
CID000003672,CID000038904,C0020440
CID000001775,CID000004594,C0002871
CID000004603,CID000005090,C0023890
CID000002284,CID000083786,C0085624
CID000002909,CID000004927,C0002622
7328,26190,interacts
CID000002311,CID000005523,C0178415
6132,26270,interacts
CID000003825,CID000004485,C0221706
CID000003032,CID000005533,C1510472
CID000003957,CID000004173,C0497327
CID000003016,CID000004829,C0030193
CID000005005,CID000005039,C0027051
CID000004674,CID000005035,C0000768
CID000000444,CID000001302,C0027404
CID000002678,CID000003345,C0001418
CID000004585,CID000005076,C0002871
CID000002771,CID000004819,C0041834
CID000002662,CID000119607,C0242528
CID000005215,CID000148192,C0041657
CID000004168,CID000004609,C0392699
CID000000853,CID000004107,C0013456
CID000004595,CID000004946,C0085584
1946,5156,interacts
8737,5590,interacts
5345,5473,interacts
9570,8655,interacts
85235,86,interacts
CID000003652,CID000005523,C0018800
CID000002083,CID000005408,C0018800
26018,2065,interacts
CID000003937,CID000004173,C0017672
CID000000444,CID005487301,C0231528
CID000004510,CID000005002,C0028081
CID000000853,CID000156419,C0040034
92579,5236,interacts
3600,7098,interacts
CID000000450,CID000002802,C0018802
CID000004112,CID000004205,C0019348
CID000005040,CID000005212,C0032285
CID000005735,CID000077999,C0031090
CID000005039,CID000005391,C0243026
CID000003446,CID000003690,C0020649
CID000005212,CID000005732,C0002994
CID000003222,CID000003639,C0699885
CID000004510,CID000060795,C0020621
CID000005647,CID000125889,C0011053
CID000003075,CID000003937,C0006267
CID000003640,CID000004635,C0016053
5028,94235,interacts
CID000003348,CID000003958,C0152030
CID000003365,CID000123620,C0017601
CID000001302,CID000004543,C1456784
CID000004543,CID000077999,C0029456
CID000002771,CID000003405,C0024103
CID000002662,CID000005215,C0018926
CID000000853,CID000002806,C0085649
CID000002895,CID000004583,C0013595
CID000002187,CID000150311,C0041755
CID000002818,CID000005572,C0013428
CID000002771,CID000004253,C0017565
CID000001983,CID000003657,C0021311
386682,90874,interacts
CID000003652,CID000060795,C0021400
CID000003161,CID000003957,C0022408
CID000002088,CID000004609,C0018989
CID000004543,CID000004666,C0020649
CID000002907,CID000003690,C0034069
CID000005005,CID005329102,C0038362
CID000004894,CID000068740,C0221776
CID000004253,CID000005978,C0003578
25843,2002,interacts
CID000004679,CID000160051,C0027404
CID000004594,CID000060147,C0014866
5108,1068,interacts
CID000005401,CID000005656,C0231528
11047,5717,interacts
CID000004679,CID006447131,C0015967
CID000003032,CID000004205,C0042025
CID000002891,CID000003365,C0013404
CID000005234,CID000005732,C0004096
55015,6628,interacts
CID000000853,CID000176168,C0020598
CID000003559,CID000004917,C0021311
CID000003929,CID000004873,C0750426
2928,6047,interacts
CID000002162,CID000005376,C0003467
CID000003121,CID000004192,C0151699
CID000005090,CID000005732,C0035258
CID000002895,CID000024486,C0003862
CID000002658,CID000004091,C0006840
CID000003702,CID000054688,C0000737
CID000004091,CID000005656,C0004623
4249,64116,interacts
CID000003108,CID000003746,C0014457
CID000005073,3061,targets
CID000004168,CID000014888,C0013404
CID000000450,CID000003957,C0013604
CID000003899,CID000005466,C0002622
55759,7251,interacts
CID000001302,CID000002802,C0019079
CID000003676,CID000003954,C0020598
CID000003746,CID000005408,C0344232
CID000001302,CID000002756,C0030196
CID000003158,CID000005731,C0007859
CID000003937,CID000005878,C0017181
10434,2801,interacts
6464,11184,interacts
CID000002891,CID000060865,C0040822
CID000002308,CID000004599,C0011849
10813,23168,interacts
CID000003154,CID000003958,C0032300
CID000003345,CID000005656,C0013384
CID000002973,CID000005039,C0015672
CID000002088,CID000068740,C0012569
CID000005267,CID000130881,C0015967
CID000002806,CID000003957,C0231528
CID000002806,CID000003222,C0036508
7913,57092,interacts
CID000003962,CID000004075,C0027497
CID000003249,CID000005487,C0009806
CID000000861,CID000002554,C0005586
CID000004691,CID000077999,C0019360
CID000005206,CID000009433,C0002792
CID000002891,CID000003062,C0042963
CID000002658,CID000004171,C0030193
CID000006691,CID000062924,C0085662
115727,779,interacts
25902,8277,interacts
CID000002250,CID000005556,C0151480
CID000002803,CID000005002,C0037284
25962,80145,interacts
CID000003255,CID000004168,C0018926
8862,2792,interacts
CID000000772,CID000003749,C0020433
CID000001117,CID000002541,C0009763
CID000003454,CID000054688,C0522055
CID000054454,CID006447131,C1527344
CID000003405,CID000151165,C0030312
CID000004873,CID000005090,C0232492
CID000003121,CID000003463,C0020456
6780,3188,interacts
CID000000861,CID000005002,C0038663
CID000002405,CID000003003,C0242422
64750,23534,interacts
CID000005039,CID000005212,C0030305
24144,165545,interacts
CID000002265,CID000005152,C0014868
CID000003003,CID000119607,C0029443
CID000002269,CID000005090,C0004093
CID000003648,CID000004112,C0013295
CID000004679,CID000005039,C0221706
CID000005029,CID000054374,C0043096
CID000003003,CID000003446,C0221776
5106,4914,interacts
5530,84288,interacts
CID000004173,CID000119607,C0020538
CID000003222,CID000005029,C0033860
80332,64581,interacts
CID000003003,CID000005487,C0085648
CID000005358,221391,targets
1387,26230,interacts
CID000003696,CID000004449,C0009763
CID000005090,CID000027661,C0020502
5128,1022,interacts
CID000000453,CID000002022,C0151706
CID000003385,CID000004173,C0021099
CID000004159,CID000170361,C0027497
55308,6709,interacts
CID000004485,CID000004943,C0018801
CID000002022,CID000005002,C0016382
CID000004927,CID000110634,C0037763
3608,648,interacts
CID000000596,CID000004212,C0020488
CID000005732,CID005493444,C0020621
CID000004091,CID000005544,C0042109
CID000004253,CID000071616,C0029134
CID000003152,CID000004745,C0018524
CID000003365,CID000005379,C0003578
9612,55809,interacts
CID000003961,CID005481350,C0005779
CID000002786,CID000004635,C0024115
5923,1742,interacts
29958,4524,interacts
CID000000838,CID000002678,C0003467
4609,8313,interacts
CID000002909,CID005381226,C0232492
CID000002909,CID000060754,C0232492
CID000003121,CID000003559,C0042164
CID000005408,CID000060147,C0750426
CID000002471,CID000005478,C0917798
CID000002022,CID000004829,C0013604
CID000003440,CID000014888,C0032300
143279,84727,interacts
CID000002666,CID000060147,C0018965
56942,6637,interacts
CID000004171,CID000004189,C0398353
CID000003143,CID000003348,C0023467
CID000004091,CID000005078,C0917799
CID000004411,CID000087177,C0162429
CID000002585,CID000077999,C0042870
CID000002678,CID000003410,C0021845
CID000002083,CID000002818,C0023518
CID000004943,CID000005206,C0019521
CID000003121,CID000004510,C0027769
CID000005291,CID000667490,C0040822
CID000004674,CID000005203,C0037036
CID000003325,CID000003440,C0007462
CID000004900,CID000054454,C0036396
8503,3563,interacts
CID000002650,CID000004205,C0027947
3949,25977,interacts
254122,29934,interacts
140894,100130742,interacts
CID000012536,CID006447131,C0023418
CID000005090,CID006398525,C0030196
CID000004585,CID000005572,C0032285
CID000003350,CID000041781,C0038358
CID000005401,CID000216239,C0015423
CID000003826,CID000005487,C0019080
CID000002267,CID000004873,C0221706
CID000003255,CID000005538,C0036572
CID000005402,CID000005656,C1145670
CID000003706,CID000003958,C0003811
CID000003404,CID000005533,C0023895
27151,1803,interacts
CID000002088,CID000034312,C0085631
CID000002576,CID000004634,C0017168
65264,899,interacts
8882,64175,interacts
CID000004614,CID000005656,C0018021
CID000004253,CID000005391,C0000737
CID000004171,CID000004594,C0029882
CID000003043,CID000005029,C0022660
CID000002471,CID000005496,C0030312
CID000004411,CID000004927,C0149931
CID000004635,CID000005152,C0005758
CID000002907,CID000003325,C0311394
CID000002083,CID000003958,C0012569
CID000004409,CID000004917,C0004134
1540,25999,interacts
CID000002771,CID000003310,C0017086
CID000054374,CID000083786,C0003467
CID000003075,CID000005064,C0032285
CID000003750,CID000003958,C0004239
CID000002160,CID000002477,C0011124
CID000003121,CID000003826,C0438215
CID000003339,CID000004635,C0020540
CID000005487,CID000062924,C0002962
CID000002610,CID000004635,C0392699
2782,81470,interacts
CID000002244,CID000003637,C0022660
CID000001302,CID000004171,C1258666
CID000004253,CID000004585,C0033774
CID000002171,CID000062924,C0085652
CID000002895,CID000003749,C0018800
CID000002812,CID000003463,C0010200
CID000003308,CID000003957,C0013604
CID000002160,CID000003348,C0013362
CID000003827,338557,targets
CID000000450,CID000062924,C0151786
CID000003672,CID004183806,C1527344
7706,7415,interacts
4904,79706,interacts
CID000038904,CID000060147,C0004238
10574,509,interacts
CID000002462,CID000004075,C0221706
